TABLE 13/////
Somers/ 6 / 1,535 /3.9/Lower/n.s.
Southbury/ 4 / 2,875 /1.4/Lower/Lower
Southington/ 25 / 6,330 /3.9/Lower/Lower
South Windsor/ 21 / 4,250 /4.9/Lower/Lower
Sprague/ 7 / 560 /12.5/f/f
Stafford/ 19 / 1,785 /10.6/n.s./n.s.
Stamford/ 240 / 15,635 /15.4/n.s./n.s.
Sterling/ 5 / 640 /7.8/f/f
Stonington/ 23 / 2,395 /9.6/n.s./n.s.
Stratford/ 115 / 8,025 /14.3/n.s./n.s.
Suffield/ 9 / 2,485 /3.6/Lower/Lower
Thomaston/ 6 / 1,320 /4.5/Lower/n.s.
Thompson/ 13 / 1,410 /9.2/n.s./n.s.
Tolland/ 8 / 2,275 /3.5/Lower/Lower
Torrington/ 100 / 4,915 /20.3/Higher/Higher
Trumbull/ 14 / 5,700 /2.5/Lower/Lower
Union/ - / 120 /0.0/f/f
Vernon/ 57 / 3,995 /14.3/n.s./n.s.
Voluntown/ 3 / 405 /7.4/f/f
Wallingford/ 32 / 6,665 /4.8/Lower/Lower
Warren/ - / 190 /0.0/f/f
Washington/ 1 / 455 /2.2/f/f
Waterbury/ 710 / 20,325 /34.9/Higher/Higher
Waterford/ 16 / 3,115 /5.1/Lower/Lower
Watertown/ 19 / 3,575 /5.3/Lower/Lower
Westbrook/ 6 / 930 /6.5/f/f
West Hartford/ 71 / 11,175 /6.4/Lower/Lower
West Haven/ 164 / 11,525 /14.2/n.s./n.s.
Weston/ 2 / 2,210 /0.9/Lower/Lower
Westport/ 4 / 4,660 /0.9/Lower/Lower
Wethersfield/ 20 / 3,560 /5.6/Lower/Lower
Willington/ 7 / 880 /8.0/f/f
Wilton/ 2 / 3,210 /0.6/Lower/Lower
Winchester/ 21 / 1,785 /11.8/n.s./n.s.
Windham/ 135 / 7,295 /18.5/Higher/Higher
Windsor/ 45 / 4,585 /9.8/n.s./n.s.
Windsor Locks/ 30 / 1,935 /15.5/n.s./n.s.
Wolcott/ 12 / 3,065 /3.9/Lower/Lower
Woodbridge/ 2 / 1,680 /1.2/Lower/Lower
Woodbury/ 3 / 1,450 /2.1/Lower/Lower
Woodstock/ 5 / 1,395 /3.6/Lower/n.s.
/////
NOTES://///
a Births to CT residents aged 15-19 years.  These figures includes births that occurred in states other than CT./////
"b The population values used for rate denominators are from the 4/1/2010 US Census.  The 4/1/2010 Census data are the only available source for town-level population counts by age and sex.  Since the 4/1/2010 population counts are not the mid-point of the 2011-2015 series, the 4/1/2010 population count may underrepresent the actual 2010-2014 population and thereby slightly over-estimate the rates.  The town-based rates published here may be revised when more accurate denominator counts become available. "/////
/////
/////
/////
/////
c Birth rates are calculated as births to mothers 15-19 years per 1,000 female population 15-19 years./////
"d ""Single town-state comparison"" results are valid for making a single town-state rate comparison.    Comparison results are only displayed where differences are statistically significant at p<.01."/////
/////
"e ""Multiple town-state comparison"" results are valid for evaluating town-state rate comparisons for all towns that could be evaluated.   The statistical adjustment for multiple comparisons reduces the chance of reporting a false-positive result.  These town-state comparison results are only displayed where differences are statistically significant at p<.05, after adjusting for multiple comparisons."/////
/////
/////
/////
"f State-town comparisons were not made for towns with fewer than 15 births unless the number of expected births was greater than or equal to 15.   These exclusions were made because the rates were considered unreliable.  The consideration of ""expected counts"" in defining this threshold allows us to evaluate stable, low town rates which are based on large denominators and small numerators."/////
/////
/////
/////
g Comparison results are only displayed where differences are statistically significant at p<.01./////
